41,佐川 瑠璃亜," 収入（しゅうにゅう） : income, receipts, revenue 
 収支（しゅうし） : income and expenditure",sagawa_ruria@example.com,0000,48,3,0,2019-08-21 14:24:07.120762
42,奥田 光洋," 紀元（きげん） : era, C. E. 
 紀元前（きげんぜん） : B.C.E.",okuda_mitsuhiro@example.com,0000,31,45,0,2019-08-21 14:24:08.120762
43,出口 希," 歴史（れきし） : history 
 学歴（がくれき） : academic background",deguchi_nozomi@example.com,0000,31,8,0,2019-08-21 14:24:09.120762
44,寺井 雅彦," 鹿苑寺（ろくおんじ） : formal name of Kinkakuji Temple 
 鹿鳴館（ろくめいかん） : name of a building in Meiji period",terai_masahiko@example.com,0000,40,27,0,2019-08-21 14:24:10.120762
45,柴田 優," 羊毛（ようもう） : wool 
 羊羹（ようかん） : sweet bean jelly",shibata_yuu@example.com,0000,38,36,2,2019-08-21 14:24:11.120762
46,藤岡 あき," 一年生（いちねんせい） : first-year student 
 去年（きょねん） : last year",fujioka_aki@example.com,0000,40,45,2,2019-08-21 14:24:12.120762
47,瀬戸 愛," 賛成する（さんせいする） : agree 
 賛同する（さんどうする） : agree",seto_ai@example.com,0000,34,40,1,2019-08-21 14:24:13.120762
48,川本 太朗," 人口（じんこう） : population 
 利口な（りこうな） : clever",kawamoto_tarou@example.com,0000,33,37,1,2019-08-21 14:24:14.120762
49,本山 美智子," 径路（けいろ） : path, route, process 
 直径（ちょっけい） : diameter",honnyama_michiko@example.com,0000,39,27,2,2019-08-21 14:24:15.120762
50,上田 長利," 除外する（じょがいする） : exclude 
 除去する（じょきょする） : remove, get rid of",ueda_nagatoshi@example.com,0000,43,31,1,2019-08-21 14:24:16.120762
51,高樹 達士," 競争する（きょうそうする） : compete 
 競走する（きょうそうする） : race [v.i.]",takagi_tatsuhito@example.com,0000,45,34,0,2019-08-21 14:24:17.120762
52,草村 右京," 驚嘆する（きょうたんする） : marvel [v.t.] 
 驚喜する（きょうきする） : exult",kusamura_ukyou@example.com,0000,28,27,2,2019-08-21 14:24:18.120762
53,小堀 扶樹," 尊敬する（そんけいする） : respect (person) 
 尊重する（そんちょうする） : respect (idea, right)",kohori_motoki@example.com,0000,33,22,2,2019-08-21 14:24:19.120762
54,鶴田 幸平," 牛乳（ぎゅうにゅう） : (cow's) milk 
 母乳（ぼにゅう） : mother's milk",tsuruta_kouhei@example.com,0000,21,26,1,2019-08-21 14:24:20.120762
55,吉田 獅童," 陛下（へいか） : your Majesty 
 天皇陛下（てんのうへいか） : His Majesty the Emperor",yoshida_shidou@example.com,0000,46,29,2,2019-08-21 14:24:21.120762
56,徳永 なつみ," 半分（はんぶん） : half 
 半額（はんがく） : half price",tokunaga_natsumi@example.com,0000,31,16,0,2019-08-21 14:24:22.120762
57,西原 禄郎," 米価（べいか） : rice price 
 米国（べいこく） : America, U.S.A.",nishihara_rokurou@example.com,0000,35,40,3,2019-08-21 14:24:23.120762
58,神原 誠治," 検診（けんしん） : medical examination 
 検事（けんじ） : public prosecutor",kannbara_seiji@example.com,0000,46,5,1,2019-08-21 14:24:24.120762
59,安座間 蒼甫," 平野（へいや） : plain, open field 
 平均（へいきん） : average [n.]",azama_sousuke@example.com,0000,46,15,2,2019-08-21 14:24:25.120762
60,松居 一樹," 反対する（はんたいする） : disagree, object 
 対抗する（たいこうする） : oppose, cope",matsui_kazuki@example.com,0000,29,6,3,2019-08-21 14:24:26.120762
61,榊原 ちえみ," 毎朝（まいあさ） : every morning 
 毎日（まいにち） : every day",sakakibara_chiemi@example.com,0000,25,15,1,2019-08-21 14:24:27.120762
62,栗山 幸平," 幸運な（こううんな） : fortunate 
 幸福な（こうふくな） : happy",kuriyama_kouhei@example.com,0000,35,13,2,2019-08-21 14:24:28.120762
63,大畑 ヒロ," 悲劇（ひげき） : tragedy 
 悲鳴（ひめい） : scream [n.]",oohata_hiro@example.com,0000,46,24,2,2019-08-21 14:24:29.120762
64,田川 真一," 共通（きょうつう） : common, shared 
 共通語（きょうつうご） : common language",tagawa_shinichi@example.com,0000,42,40,1,2019-08-21 14:24:30.120762
65,松下 由美子," 肥満（ひまん） : corpulence, obesity 
 肥料（ひりょう） : manure, fertilizer",matsushita_yumiko@example.com,0000,42,13,0,2019-08-21 14:24:31.120762
66,川添 秀樹," 粒子（りゅうし） : particle, grain 
 顆粒（かりゅう） : granule",kawazoe_hideki@example.com,0000,21,18,1,2019-08-21 14:24:32.120762
67,岡山 まみ," 建築（けんちく） : architecture 
 建設する（けんせつする） : construct",okayama_mami@example.com,0000,48,23,0,2019-08-21 14:24:33.120762
68,城田 翔," 路上（ろじょう） : street-side, road-side 
 路線（ろせん） : route, line",shirota_shou@example.com,0000,22,12,0,2019-08-21 14:24:34.120762
69,尾崎 草太," 瓶（びん） : bottle 
 瓶詰め（びんづめ） : bottling, bottled",ozaki_souta@example.com,0000,27,7,1,2019-08-21 14:24:35.120762
70,大橋 千夏," 俳優（はいゆう） : actor, actress 
 男優（だんゆう） : actor",oohashi_chinatsu@example.com,0000,37,38,2,2019-08-21 14:24:36.120762
71,瀬尾 美幸," 証明する（しょうめいする） : prove 
 説明する（せつめいする） : explain",seo_miyuki@example.com,0000,23,31,2,2019-08-21 14:24:37.120762
72,荒川 智花," 今夜（こんや） : tonight 
 深夜（しんや） : midnight",arakawa_tomoka@example.com,0000,26,4,1,2019-08-21 14:24:38.120762
73,金山 まみ," 同一（どういつ） : identical 
 同様（どうよう） : same",kanayama_mami@example.com,0000,22,7,1,2019-08-21 14:24:39.120762
74,及川 美和子," 内容（ないよう） : content 
 内部（ないぶ） : interior",oikawa_miwako@example.com,0000,45,46,3,2019-08-21 14:24:40.120762
75,村上 茜," 資金（しきん） : funds, capital 
 資産（しさん） : property, fortune, assets",murakami_akane@example.com,0000,25,26,1,2019-08-21 14:24:41.120762
76,井口 ヒロ," 食堂（しょくどう） : dining hall 
 議事堂（ぎじどう） : Diet building",iguchi_hiro@example.com,0000,27,37,0,2019-08-21 14:24:42.120762
77,江口 たかお," 使用する（しようする） : use [v.t.] 
 行使する（こうしする） : exercise [v.t.]",eguchi_takao@example.com,0000,50,0,2,2019-08-21 14:24:43.120762
78,西沢 聖陽," 来月（らいげつ） : next month 
 月曜日（げつようび） : Monday",nishizawa_masaaki@example.com,0000,35,39,2,2019-08-21 14:24:44.120762
79,浜田 一恵," 秋分（しゅうぶん） : autumn equinox 
 秋（あき） : autumn",hamada_kadue@example.com,0000,40,40,1,2019-08-21 14:24:45.120762
80,野中 賢治," 野球（やきゅう） : baseball 
 野菜（やさい） : vegetable",nonaka_kenji@example.com,0000,25,46,2,2019-08-21 14:24:46.120762
81,藤木 花緑," 宿題（しゅくだい） : homework 
 合宿（がっしゅく） : training camp",fujiki_karoku@example.com,0000,39,23,2,2019-08-21 14:24:47.120762
82,出口 翔子," 粉末（ふんまつ） : fine powder 
 粉乳（ふんにゅう） : powdered milk",deguchi_shouko@example.com,0000,35,17,3,2019-08-21 14:24:48.120762
83,宮里 みき," 存在する（そんざいする） : exist 
 存続する（そんぞくする） : continue to exist",miyazato_miki@example.com,0000,27,12,0,2019-08-21 14:24:49.120762
84,坂本 さゆり," 展覧会（てんらんかい） : exhibition 
 展望（てんぼう） : view, outlook",sakamoto_sayuri@example.com,0000,18,20,2,2019-08-21 14:24:50.120762
85,横田 敏也," 封（ふう） : seal [n.] 
 封書（ふうしょ） : sealed letter",yokota_toshiya@example.com,0000,29,26,2,2019-08-21 14:24:51.120762
86,小沼 由宇," 固体（こたい） : solid 
 固形（こけい） : solid",konuma_yuu@example.com,0000,35,21,1,2019-08-21 14:24:52.120762
87,岩城 雅彦," 書庫（しょこ） : archive 
 書斎（しょさい） : study (room)",iwaki_masahiko@example.com,0000,39,44,1,2019-08-21 14:24:53.120762
88,大江 瞬," 黒板（こくばん） : blackboard 
 看板（かんばん） : signboard, billboard",ooe_shun@example.com,0000,25,21,1,2019-08-21 14:24:54.120762
89,石井 大樹," 打者（だしゃ） : batter (baseball) 
 打率（だりつ） : batting average",ishii_hiroki@example.com,0000,45,9,0,2019-08-21 14:24:55.120762
90,寺島 一代," 態度（たいど） : attitude, behavior, manner 
 態勢（たいせい） : conditions, preparations",terajima_kazuyo@example.com,0000,33,11,1,2019-08-21 14:24:56.120762
91,徳田 めぐみ," 確率（かくりつ） : probability 
 正確な（せいかくな） : accurate, exact",tokuta_megumi@example.com,0000,24,45,3,2019-08-21 14:24:57.120762
92,長浜 賢二," 頃日（けいじつ） : recently 
 頃（ころ） : approximately (time)",nagahama_kenji@example.com,0000,20,42,2,2019-08-21 14:24:58.120762
93,宮城 真一," 目的地（もくてきち） : destination 
 目標（もくひょう） : objective, target",miyagi_shinichi@example.com,0000,20,8,0,2019-08-21 14:24:59.120762
94,深田 あさみ," 磁石（じしゃく） : magnet 
 磁力（じりょく） : magnetism, magnetic force",fukada_asami@example.com,0000,49,26,2,2019-08-21 14:25:00.120762
95,小室 直人," 菅（かん） : pipe, tube, duct 
 管轄（かんかつ） : jurisdiction, control",komuro_naoto@example.com,0000,48,32,1,2019-08-21 14:25:01.120762
96,織田 あき," 禁制（きんせい） : prohibition, taboo 
 禁句（きんく） : taboo phrase",oda_aki@example.com,0000,34,15,2,2019-08-21 14:25:02.120762
97,森山 優," 園芸（えんげい） : horticulture, gardening 
 園児（えんじ） : kindergarten pupil",moriyama_yuu@example.com,0000,41,38,1,2019-08-21 14:25:03.120762
98,蒼井 ヒロ," 組織する（そしきする） : organize 
 組閣する（そかくする） : form a cabinet",aoi_hiro@example.com,0000,19,36,3,2019-08-21 14:25:04.120762
99,安斎 真悠子," 石像（せきぞう） : stone statue 
 石炭（せきたん） : coal",annzai_mayuko@example.com,0000,25,13,3,2019-08-21 14:25:05.120762
100,有田 未華子," 具（ぐ） : ingredients 
 道具（どうぐ） : tool",arita_mikako@example.com,0000,48,11,1,2019-08-21 14:25:06.120762
101,真鍋 里奈," 算数（さんすう） : arithmetic 
 採算（さいさん） : profit",manabe_rina@example.com,0000,49,4,3,2019-08-21 14:25:07.120762
102,前田 真帆," 価格（かかく） : price 
 価値（かち） : value",maeda_maho@example.com,0000,50,20,3,2019-08-21 14:25:08.120762
103,坂本 れいな," 教育する（きょういくする） : educate 
 教授（きょうじゅ） : teaching, professor",sakamoto_reina@example.com,0000,49,20,2,2019-08-21 14:25:09.120762
104,片桐 あい," 可能性（かのうせい） : potentiality, possibility 
 可燃物（かねんぶつ） : flammable materials",katagiri_ai@example.com,0000,35,3,1,2019-08-21 14:25:10.120762
105,奥村 完爾," 三人（さんにん） : 3 people 
 三時（さんじ） : 3 o'clock",okumura_kanji@example.com,0000,26,30,0,2019-08-21 14:25:11.120762
106,鬼頭 研二," 階段（かいだん） : stairs 
 階下（かいか） : lower floor, downstairs",kitou_kenji@example.com,0000,23,3,2,2019-08-21 14:25:12.120762
107,小野田 寿明," 昼食（ちゅうしょく） : lunch 
 昼（ひる） : noon",onoda_toshiaki@example.com,0000,48,15,0,2019-08-21 14:25:13.120762
108,三谷 菜摘," 効（こう） : efficacy, benefit, effect 
 効果（こうか） : efficacy, benefit, effect",mitani_natsumi@example.com,0000,22,46,0,2019-08-21 14:25:14.120762
109,大沼 幸平," 開館する（かいかんする） : open a building 
 閉館する（へいかんする） : close a building",oonuma_kouhei@example.com,0000,42,18,2,2019-08-21 14:25:15.120762
110,藤村 真悠子," 勢力（せいりょく） : strength, force 
 威勢（いせい） : power, energy",fujimura_mayuko@example.com,0000,45,28,0,2019-08-21 14:25:16.120762
111,はしの 南朋," 今週（こんしゅう） : this week 
 先週（せんしゅう） : last week",hashino_nao@example.com,0000,50,36,1,2019-08-21 14:25:17.120762
112,神崎 勝久," 地下（ちか） : underground 
 地下鉄（ちかてつ） : subway",kannzaki_katsuhisa@example.com,0000,20,17,1,2019-08-21 14:25:18.120762
113,大滝 あき," 湖上（こじょう） : on the lake 
 湖畔（こはん） : lake shore",ootaki_aki@example.com,0000,24,43,3,2019-08-21 14:25:19.120762
114,日下部 一," 六時（ろくじ） : 6 o'clock 
 六才（ろくさい） : 6 years old",kusakabe_hajime@example.com,0000,32,2,0,2019-08-21 14:25:20.120762
115,島崎 たまき," 加減（かげん） : degree, extent 
 加害者（かがいしゃ） : assailant",shimazaki_tamaki@example.com,0000,47,10,0,2019-08-21 14:25:21.120762
116,真田 さやか," 医者（いしゃ） : doctor (medical) 
 医師（いし） : doctor (medical)",sanada_sayaka@example.com,0000,23,19,2,2019-08-21 14:25:22.120762
117,柴咲 俊二," 汽車（きしゃ） : train [n.] 
 汽船（きせん） : steamship",shibasaki_shunji@example.com,0000,20,7,2,2019-08-21 14:25:23.120762
118,秋山 祐一," 暗黒（あんこく） : darkness 
 暗号（あんごう） : code, password",akiyama_yuuichi@example.com,0000,32,42,0,2019-08-21 14:25:24.120762
119,野呂 孝太郎," 寝室（しんしつ） : bedroom 
 就寝時間（しゅうしんじかん） : bedtime",noro_koutarou@example.com,0000,44,35,1,2019-08-21 14:25:25.120762
120,秋元 竜也," 液（えき） : liquid, fluid 
 液体（えきたい） : liquid, fluid",akimoto_tatsuya@example.com,0000,25,6,0,2019-08-21 14:25:26.120762
121,和田 明日," 将来（しょうらい） : future, prospects 
 将軍（しょうぐん） : general, shogun",wada_meibi@example.com,0000,30,27,2,2019-08-21 14:25:27.120762
122,伊集院 輝信," 較差（かくさ） : range [n.] 
 比較的（ひかくてき） : comparatively, relatively",ijuuin_akinobu@example.com,0000,42,1,1,2019-08-21 14:25:28.120762
123,小高 桃子," 午前（ごぜん） : morning, a.m. 
 前日（ぜんじつ） : previous day",kodaka_momoko@example.com,0000,26,37,3,2019-08-21 14:25:29.120762
124,矢野 由美子," 渓谷（けいこく） : valley, ravine, canyon 
 峡谷（きょうこく） : glen, ravine, gorge, canyon",yano_yumiko@example.com,0000,23,5,2,2019-08-21 14:25:30.120762
125,山上 紗季," 姓（せい） : surname, family name 
 姓名（せいめい） : full name",yamagami_saki@example.com,0000,39,9,3,2019-08-21 14:25:31.120762
126,池田 華子," 号泣する（ごうきゅうする） : wail 
 泣く（なく） : cry",ikeda_hanako@example.com,0000,48,35,2,2019-08-21 14:25:32.120762
127,広川 佳乃," 信頼する（しんらいする） : trust [v.t.] 
 依頼する（いらいする） : request [v.t.]",hirokawa_yoshino@example.com,0000,35,29,3,2019-08-21 14:25:33.120762
128,中西 博明," 詩（し） : poem 
 詩人（しじん） : poet",nakanishi_hiroaki@example.com,0000,34,27,1,2019-08-21 14:25:34.120762
129,窪田 りえ," 本（ほん） : book 
 本日（ほんじつ） : today",kubota_rie@example.com,0000,43,9,0,2019-08-21 14:25:35.120762
130,坂田 陽子," 地図（ちず） : map 
 図面（ずめん） : plan",sakata_youko@example.com,0000,48,24,3,2019-08-21 14:25:36.120762
131,有田 まさみ," 労力（ろうりょく） : labor, effort, toil, trouble 
 労働（ろうどう） : manual labor, toil, work",arita_masami@example.com,0000,36,9,2,2019-08-21 14:25:37.120762
132,荒木 美月," 盗難（とうなん） : theft 
 盗品（とうひん） : stolen goods",araki_miduki@example.com,0000,36,32,3,2019-08-21 14:25:38.120762
133,貫地谷 法嗣," 栄枯盛衰（えいこせいすい） : ups and downs, vicissitudes 
 枯渇する（こかつする） : dry up, become exhausted",kanjiya_houshi@example.com,0000,18,6,0,2019-08-21 14:25:39.120762
134,栗林 隆太," 体力（たいりょく） : physical strength 
 能力（のうりょく） : ability",kuribayashi_ryuuta@example.com,0000,49,40,0,2019-08-21 14:25:40.120762
135,臼井 雅彦," 泥土（でいど） : mud 
 泥水（でいすい） : muddy water",usui_masahiko@example.com,0000,40,40,2,2019-08-21 14:25:41.120762
136,西村 あき," 断言する（だんげんする） : assert 
 証言する（しょうげんする） : testify",nishimura_aki@example.com,0000,29,8,1,2019-08-21 14:25:42.120762
137,島田 美希," 清潔な（せいけつな） : clean 
 清純な（せいじゅんな） : pure, innocent",shimada_miki@example.com,0000,20,39,1,2019-08-21 14:25:43.120762
138,水田 良介," 和洋折衷（わようせっちゅう） : blend of Japanese and Western 
 紆余曲折（うよきょくせつ） : twists and turns, ups and downs",mizuta_ryousuke@example.com,0000,48,18,0,2019-08-21 14:25:44.120762
139,細山 めぐみ," 仕方（しかた） : way, method 
 仕事（しごと） : work",hosoyama_megumi@example.com,0000,40,37,0,2019-08-21 14:25:45.120762
140,寺岡 樹里," 準備（じゅんび） : preparation 
 予備（よび） : spare",teraoka_juri@example.com,0000,23,29,0,2019-08-21 14:25:46.120762
141,小山 聡," 訳（やく） : translation 
 訳者（やくしゃ） : translator",oyama_satoshi@example.com,0000,26,12,2,2019-08-21 14:25:47.120762
142,相沢 隼士," 与党（よとう） : government party 
 給与（きゅうよ） : salary",aizawa_shunji@example.com,0000,45,19,2,2019-08-21 14:25:48.120762
143,藤田 優一," 更衣室（こういしつ） : locker room, changing room 
 更生する（こうせいする） : rehabilitate, regenerate",fujita_yuuichi@example.com,0000,50,22,1,2019-08-21 14:25:49.120762
144,浅野 智花," 団結する（だんけつする） : unite [v.i.] 
 団体（だんたい） : group, organization",asano_tomoka@example.com,0000,36,29,0,2019-08-21 14:25:50.120762
145,ト字 恵望子," 総長（そうちょう） : (college) president 
 総額（そうがく） : sum total",toji_emiko@example.com,0000,29,36,0,2019-08-21 14:25:51.120762
146,土田 浩正," 落下する（らっかする） : fall, drop 
 落馬する（らくばする） : fall from a horse",tsuchida_hiromasa@example.com,0000,49,44,2,2019-08-21 14:25:52.120762
147,柴咲 さやか," 針葉樹林（しんようじゅりん） : conifer, needle-leaved tree 
 秒針（びょうしん） : second hand",shibasaki_sayaka@example.com,0000,39,11,1,2019-08-21 14:25:53.120762
148,丹羽 そら," 帰宅する（きたくする） : return home 
 お宅（おたく） : house [hon.]",tannba_sora@example.com,0000,50,1,2,2019-08-21 14:25:54.120762
149,川添 竜次," 果実（かじつ） : fruit, nut 
 結果（けっか） : result, consequence",kawazoe_ryuuji@example.com,0000,28,27,1,2019-08-21 14:25:55.120762
150,橘 慶二," 積雪（せきせつ） : fallen snow 
 面積（めんせき） : area, square measure",tachibana_keiji@example.com,0000,38,37,2,2019-08-21 14:25:56.120762
151,米谷 慶太," 蔵書（ぞうしょ） : book collection 
 蔵相（ぞうしょう） : Minister of Finance",yoneya_keita@example.com,0000,38,19,0,2019-08-21 14:25:57.120762
152,長友 早紀," 販路（はんろ） : market, outlet 
 自動販売機（じどうはんばいき） : vending machine",nagatomo_saki@example.com,0000,22,34,3,2019-08-21 14:25:58.120762
153,森山 恵梨香," 警察（けいさつ） : police 
 検察（けんさつ） : prosecutor",moriyama_erika@example.com,0000,36,39,2,2019-08-21 14:25:59.120762
154,土屋 新太," 約一年（やくいちねん） : about one year 
 約束する（やくそくする） : promise [v.t.]",tsuchiya_arata@example.com,0000,35,0,3,2019-08-21 14:26:00.120762
155,重松 照生," 一冊（いっさつ） : one (bound object) 
 冊数（さっすう） : number of bound things",shigematsu_teruo@example.com,0000,21,9,1,2019-08-21 14:26:01.120762
156,沢井 愛子," 虫害（ちゅうがい） : insect damage 
 昆虫（こんちゅう） : insect, bug",sawai_aiko@example.com,0000,30,31,1,2019-08-21 14:26:02.120762
157,重松 翔子," 賢者（けんじゃ） : wise man, sage 
 賢母（けんぼ） : wise mother",shigematsu_shouko@example.com,0000,33,16,3,2019-08-21 14:26:03.120762
158,池田 光良," 偏（へん） : radical on the left side of kanji 
 偏見（へんけん） : prejudice, narrow view",ikeda_teruyoshi@example.com,0000,48,29,2,2019-08-21 14:26:04.120762
159,平山 育二," 募金（ぼきん） : fund-raising 
 応募者（おうぼしゃ） : applicant",hirayama_ikuji@example.com,0000,32,13,3,2019-08-21 14:26:05.120762
160,恩田 恵麻," 軍靴（ぐんか） : military shoes 
 製靴業（せいかぎょう） : the shoemaking industry",onnda_ema@example.com,0000,45,32,2,2019-08-21 14:26:06.120762
161,三原 倫子," 指紋（しもん） : fingerprint 
 指令（しれい） : orders",mihara_noriko@example.com,0000,31,2,1,2019-08-21 14:26:07.120762
162,坂井 隆太," 負債（ふさい） : debt, liabilities 
 負数（ふすう） : negative number",sakai_ryuuta@example.com,0000,39,6,1,2019-08-21 14:26:08.120762
163,奥村 彩," 用事（ようじ） : task 
 急用（きゅうよう） : urgent business",okumura_aya@example.com,0000,21,11,3,2019-08-21 14:26:09.120762
164,桜田 莉緒," 必要な（ひつような） : necessary 
 不要な（ふような） : unnecessary",sakurada_rio@example.com,0000,38,43,1,2019-08-21 14:26:10.120762
165,益田 みゆき," 新婚（しんこん） : newly-wed 
 未婚（みこん） : unmarried",masuda_miyuki@example.com,0000,26,0,0,2019-08-21 14:26:11.120762
166,森下 良介," 苦労する（くろうする） : suffer, toil 
 苦悩する（くのうする） : agonize, be in anguish",morishita_ryousuke@example.com,0000,44,23,2,2019-08-21 14:26:12.120762
167,阪本 朝香," 弓道（きゅうどう） : archery 
 弓状（きゅうじょう） : bow-shaped, arched",sakamoto_asaka@example.com,0000,50,18,0,2019-08-21 14:26:13.120762
